giuliano,4,4,4,2016
cleiton,1,27,10,2019
giuliano,2,7,10,2019
jakeliny,8,5,12,2019
mayk,3,1,6,2020
rafael,1,29,4,2017
diego,2,12,11,2019
jakeliny,3,3,10,2017
rafael,8,23,6,2017
danilo,5,26,3,2019
rafael,6,26,2,2017
diego,7,19,3,2020
daniele,5,19,10,2017
danilo,5,5,2,2018
danilo,5,19,8,2019
rafael,8,20,6,2016
giuliano,1,3,2,2017
danilo,6,21,12,2019
diego,4,16,4,2020
joseph,4,24,5,2020
cleiton,1,24,10,2017
cleiton,8,2,5,2018
daniele,1,19,11,2020
diego,5,29,1,2019
giuliano,8,26,9,2019
rafael,7,15,12,2019
joseph,1,27,5,2020
cleiton,8,20,4,2017
danilo,8,18,11,2020
daniele,7,28,2,2020
joseph,4,20,2,2020
cleiton,8,2,9,2019
daniele,2,18,8,2018
rafael,4,18,8,2019
jakeliny,5,2,2,2020
giuliano,4,16,12,2018
daniele,2,23,10,2018
cleiton,8,26,1,2019
diego,8,1,4,2019
daniele,5,28,5,2019
daniele,2,23,2,2016
rafael,4,17,2,2018
danilo,8,8,12,2018
joseph,1,7,8,2016
mayk,7,7,9,2017
giuliano,7,6,3,2016
mayk,1,22,12,2016
jakeliny,6,30,6,2017
diego,8,6,8,2018
jakeliny,8,21,4,2020
diego,1,26,8,2017
diego,7,7,6,2018
joseph,5,1,12,2020
mayk,7,9,3,2019
jakeliny,4,23,11,2016
cleiton,1,29,8,2019
diego,1,13,2,2020
danilo,2,9,10,2020
daniele,8,17,2,2018
joseph,5,25,8,2019
vinicius,1,3,7,2016
diego,4,20,9,2020
jakeliny,5,9,9,2017
joseph,5,21,7,2019
danilo,1,21,5,2019
giuliano,3,27,4,2017
cleiton,2,27,6,2017
joseph,1,2,7,2018
rafael,7,22,8,2019
rafael,8,19,11,2018
daniele,2,23,3,2018
giuliano,4,29,5,2019
mayk,2,21,9,2017
vinicius,2,27,11,2018
mayk,3,30,9,2017
jakeliny,6,6,3,2016
joseph,7,17,6,2018
diego,7,29,1,2016
mayk,7,12,2,2020
mayk,7,2,5,2018
mayk,6,10,10,2019
vinicius,5,10,9,2020
rafael,7,3,2,2019
diego,3,24,4,2019
jakeliny,5,11,5,2020
jakeliny,7,9,2,2016
daniele,4,14,2,2017
mayk,2,9,3,2020
jakeliny,4,22,11,2020
jakeliny,6,21,2,2017
daniele,4,20,6,2020
rafael,8,14,9,2019
jakeliny,2,12,11,2018
danilo,3,25,8,2019
danilo,1,25,6,2016
giuliano,2,13,9,2020
diego,6,17,4,2017
giuliano,1,9,10,2020
cleiton,2,5,7,2020
diego,7,25,10,2017
danilo,1,24,2,2019
diego,1,4,7,2020
mayk,8,17,2,2018
joseph,7,11,11,2020
daniele,5,8,4,2017
danilo,6,9,5,2018
jakeliny,5,8,5,2018
cleiton,6,1,8,2019
danilo,3,7,1,2017
danilo,7,24,2,2016
jakeliny,4,21,10,2019
joseph,1,14,8,2016
joseph,2,20,9,2017
jakeliny,3,17,9,2018
mayk,1,7,10,2019
vinicius,3,19,2,2018
vinicius,4,24,7,2016
rafael,1,23,8,2020
cleiton,4,11,1,2016
rafael,1,9,12,2019
rafael,6,19,2,2016
jakeliny,4,23,3,2018
danilo,3,3,7,2017
giuliano,6,28,3,2018
diego,2,5,8,2017
joseph,6,13,3,2019
mayk,6,1,7,2018
vinicius,8,11,12,2018
mayk,6,30,12,2018
cleiton,3,5,6,2019
mayk,5,7,5,2019
cleiton,3,12,10,2017
giuliano,8,29,5,2016
danilo,3,27,6,2017
diego,7,26,6,2017
vinicius,7,11,4,2018
jakeliny,7,16,9,2020
danilo,2,18,1,2019
rafael,8,10,6,2020
diego,6,28,3,2020
joseph,6,23,5,2017
joseph,2,19,8,2018
giuliano,5,22,7,2020
jakeliny,4,15,12,2017
rafael,1,5,4,2018
mayk,2,8,11,2018
rafael,2,20,11,2019
jakeliny,5,20,4,2019
danilo,5,18,11,2017
vinicius,2,5,10,2019
joseph,7,3,6,2016
mayk,8,6,4,2019
jakeliny,5,9,8,2019
joseph,4,16,12,2020
daniele,5,5,1,2020
daniele,5,6,12,2018
jakeliny,7,27,1,2020
danilo,7,26,7,2020
jakeliny,6,17,3,2018
joseph,4,22,7,2019
joseph,6,6,8,2016
danilo,3,9,9,2017
cleiton,1,11,2,2016
rafael,1,8,6,2018
diego,2,19,4,2018
mayk,5,4,5,2020
diego,6,12,10,2017
cleiton,6,8,8,2020
diego,2,25,2,2019
rafael,3,18,9,2016
joseph,8,4,8,2016
joseph,1,18,3,2018
rafael,7,7,6,2019
mayk,4,7,12,2018
rafael,1,30,8,2019
joseph,6,22,3,2017
danilo,4,7,7,2019
danilo,4,6,6,2016
vinicius,2,20,12,2020
jakeliny,2,6,10,2016
giuliano,5,8,5,2019
giuliano,1,5,2,2019
giuliano,2,10,10,2020
cleiton,6,6,10,2019
vinicius,2,25,9,2018
joseph,5,13,9,2020
daniele,6,15,7,2020
mayk,7,1,9,2018
daniele,3,1,9,2017
giuliano,4,28,4,2020
jakeliny,1,9,1,2019
mayk,8,23,3,2018
jakeliny,8,13,9,2019
daniele,2,3,12,2017
cleiton,6,12,5,2016
danilo,4,2,5,2018
mayk,8,26,4,2018
vinicius,3,25,3,2017
diego,4,24,7,2017
danilo,8,9,4,2016
cleiton,4,30,11,2016
danilo,6,8,11,2019
joseph,3,10,4,2016
daniele,6,6,10,2019
diego,2,8,7,2016
rafael,1,30,9,2020
rafael,3,7,4,2017
daniele,7,10,8,2016
diego,3,9,9,2019
giuliano,4,14,11,2019
vinicius,2,24,9,2016
diego,2,27,6,2017
daniele,8,16,4,2018
joseph,1,4,3,2016
giuliano,8,25,9,2016
joseph,8,20,7,2016
joseph,5,25,5,2019
danilo,8,8,1,2019
giuliano,5,22,3,2020
diego,6,14,5,2019
cleiton,6,6,2,2019
rafael,2,26,1,2017
danilo,3,25,2,2017
cleiton,1,6,10,2019
vinicius,5,16,5,2017
danilo,1,13,10,2016
giuliano,6,23,1,2020
diego,7,25,12,2020
daniele,3,20,4,2016
danilo,8,1,6,2018
giuliano,4,23,4,2019
cleiton,7,10,6,2017
daniele,4,14,11,2018
giuliano,2,10,8,2018
mayk,2,27,12,2016
danilo,7,10,2,2017
mayk,5,4,12,2019
diego,6,22,2,2018
mayk,5,25,6,2018
diego,4,22,4,2019
giuliano,8,14,11,2020
jakeliny,2,21,3,2016
diego,3,27,10,2020
giuliano,5,13,1,2019
daniele,3,14,3,2016
rafael,7,17,10,2019
joseph,5,9,12,2020
giuliano,7,3,12,2016
mayk,4,25,12,2019
vinicius,6,17,8,2016
daniele,5,30,1,2016
daniele,1,20,5,2020
mayk,7,9,4,2016
joseph,2,16,8,2018
mayk,8,28,8,2017
jakeliny,7,18,4,2017
vinicius,7,3,8,2017
daniele,1,4,8,2018
diego,4,4,1,2019
rafael,7,30,12,2018
danilo,2,15,1,2018
mayk,6,23,7,2017
diego,8,8,8,2019
diego,6,29,12,2018
cleiton,1,25,2,2018
rafael,7,21,8,2017
mayk,3,23,1,2017
rafael,4,22,5,2017
mayk,4,23,9,2016
daniele,5,15,7,2018
jakeliny,4,30,2,2016
cleiton,6,14,7,2020
diego,6,25,9,2016
vinicius,5,5,10,2017
daniele,8,19,7,2017
vinicius,8,29,5,2018
danilo,1,16,8,2016
vinicius,3,12,10,2018
daniele,1,1,3,2016
joseph,6,24,11,2017
danilo,4,7,9,2017
cleiton,1,22,9,2020
rafael,3,19,1,2018
jakeliny,4,13,10,2019
joseph,4,25,6,2018
daniele,3,4,4,2020
danilo,1,3,2,2020
daniele,6,19,3,2019
vinicius,4,21,7,2018
danilo,4,14,11,2017
diego,2,6,8,2017
diego,6,27,3,2020
mayk,2,24,2,2016
joseph,3,8,10,2016
daniele,2,22,5,2016
jakeliny,6,10,1,2018
vinicius,4,22,11,2019
mayk,3,4,3,2016
joseph,2,22,3,2017
jakeliny,8,21,3,2020
joseph,7,9,11,2017
vinicius,4,3,6,2017
jakeliny,4,12,7,2016
joseph,4,29,6,2017
giuliano,6,25,12,2020
jakeliny,8,12,11,2016
mayk,4,27,10,2020
vinicius,8,17,12,2016
danilo,3,30,4,2017
vinicius,1,11,1,2019
diego,1,12,6,2016
vinicius,7,24,12,2016
mayk,2,11,11,2016
daniele,4,30,1,2019
giuliano,2,29,8,2016
daniele,7,23,4,2016
joseph,2,27,9,2020
daniele,6,23,7,2018
joseph,8,18,6,2018
jakeliny,7,6,9,2019
cleiton,1,1,12,2019
vinicius,6,22,12,2020
daniele,1,11,4,2017
danilo,4,10,12,2019
daniele,7,20,5,2018
cleiton,4,16,3,2018
mayk,7,27,7,2018
vinicius,3,15,7,2020
cleiton,2,5,2,2016
joseph,4,3,10,2016
cleiton,2,9,10,2016
jakeliny,5,24,5,2020
mayk,5,7,7,2018
rafael,3,21,8,2020
jakeliny,1,6,3,2017
diego,7,9,2,2018
rafael,3,29,12,2019
giuliano,5,12,10,2020
cleiton,4,16,6,2020
danilo,7,29,3,2016
giuliano,3,17,2,2016
joseph,1,20,8,2019
daniele,3,16,12,2020
danilo,4,13,10,2019
rafael,5,12,11,2020
giuliano,7,23,1,2017
jakeliny,5,18,7,2017
danilo,3,26,5,2017
rafael,6,18,9,2017
danilo,4,3,1,2020
joseph,5,18,8,2019
cleiton,7,25,1,2017
jakeliny,2,3,1,2018
mayk,3,24,4,2019
joseph,7,13,10,2017
danilo,4,12,8,2018
jakeliny,6,23,8,2017
danilo,8,9,7,2020
rafael,4,4,9,2020
giuliano,7,22,4,2020
giuliano,4,14,10,2016
danilo,1,19,4,2020
rafael,3,14,12,2016
giuliano,6,21,10,2017
joseph,8,13,6,2020
rafael,7,19,7,2018
cleiton,7,18,5,2020
diego,6,27,9,2019
daniele,3,2,12,2017
giuliano,2,17,8,2020
vinicius,8,8,5,2016
giuliano,6,3,2,2017
daniele,7,21,6,2020
giuliano,3,2,9,2018
danilo,2,3,9,2020
jakeliny,1,5,7,2018
jakeliny,4,12,10,2016
danilo,7,3,3,2017
mayk,4,2,6,2019
daniele,8,14,7,2018
diego,4,9,7,2018
daniele,4,28,10,2019
danilo,1,17,1,2018
cleiton,6,24,5,2017
jakeliny,7,27,7,2019
daniele,2,14,4,2020
diego,8,14,4,2016
vinicius,3,13,4,2018
rafael,6,22,8,2019
joseph,3,24,6,2019
jakeliny,2,24,9,2017
diego,6,23,3,2017
danilo,2,21,12,2019
diego,4,6,10,2017
giuliano,2,11,2,2018
giuliano,3,29,12,2019
rafael,3,4,9,2019
rafael,3,27,3,2020
cleiton,3,26,10,2018
jakeliny,1,10,12,2019
diego,4,24,9,2016
danilo,6,23,7,2017
jakeliny,2,24,12,2019
giuliano,3,3,3,2016
joseph,3,11,4,2018
joseph,2,22,5,2016
daniele,8,2,1,2016
daniele,6,26,11,2020
vinicius,8,21,10,2019
danilo,5,15,10,2017
mayk,5,12,5,2016
giuliano,1,24,4,2017
diego,7,28,2,2018
jakeliny,7,9,11,2019
cleiton,8,5,6,2016
vinicius,4,14,6,2016
cleiton,8,13,9,2020
danilo,7,15,5,2018
rafael,2,27,8,2018
mayk,8,15,7,2016
mayk,7,20,12,2018
jakeliny,3,23,2,2018
vinicius,8,14,2,2020
diego,4,9,5,2017
vinicius,4,23,4,2018
diego,4,19,3,2020
jakeliny,5,18,6,2019
cleiton,5,28,3,2016
mayk,7,28,12,2019
rafael,8,21,5,2016
daniele,6,26,6,2019
mayk,8,5,7,2016
mayk,6,21,4,2017
danilo,8,23,10,2016
giuliano,7,17,1,2019
mayk,1,23,1,2018
diego,3,8,8,2019
cleiton,5,1,6,2017
mayk,2,13,6,2020
vinicius,1,3,4,2017
mayk,6,20,9,2016
vinicius,4,15,5,2019
daniele,1,22,6,2018
danilo,8,23,11,2017
rafael,8,2,11,2017
joseph,1,13,7,2020
daniele,6,22,4,2019
vinicius,8,11,6,2018
danilo,7,14,10,2016
daniele,3,1,5,2020
diego,6,1,8,2020
cleiton,3,21,9,2018
cleiton,6,8,12,2017
mayk,4,30,5,2020
danilo,5,26,12,2017
jakeliny,3,3,11,2018
diego,2,23,2,2018
vinicius,4,4,2,2019
vinicius,2,29,7,2017
daniele,1,13,4,2017
cleiton,2,28,11,2020
vinicius,2,23,12,2017
diego,3,29,5,2016
diego,8,4,9,2020
diego,8,19,5,2019
diego,2,25,9,2017
cleiton,8,12,8,2016
danilo,7,28,2,2018
rafael,2,12,6,2019
daniele,1,5,8,2020
rafael,2,20,8,2018
mayk,6,11,12,2019
jakeliny,6,27,6,2020
giuliano,3,21,5,2020
danilo,5,15,3,2017
giuliano,4,21,5,2019
joseph,4,25,1,2020
danilo,6,1,4,2019
cleiton,5,6,4,2018
rafael,7,26,11,2020
joseph,4,1,3,2020
danilo,3,7,7,2019
rafael,7,25,9,2018
mayk,4,29,2,2017
mayk,8,26,1,2018
giuliano,1,6,7,2019
danilo,3,4,9,2019
cleiton,8,13,3,2017
danilo,7,30,7,2019
vinicius,3,15,7,2016
vinicius,8,1,9,2019
cleiton,2,25,1,2018
jakeliny,6,20,12,2020
vinicius,7,3,4,2019
vinicius,1,6,8,2017
daniele,3,3,10,2018
giuliano,5,22,11,2016
cleiton,7,30,11,2017
cleiton,3,24,6,2020
giuliano,6,20,6,2017
danilo,5,28,7,2019
diego,5,26,10,2019
rafael,4,17,11,2018
cleiton,2,1,9,2019
diego,5,24,12,2016
mayk,4,9,1,2020
cleiton,7,19,5,2017
diego,8,28,6,2017
mayk,1,15,12,2016
vinicius,8,27,6,2016
giuliano,1,20,2,2017
giuliano,8,4,3,2017
daniele,3,10,8,2017
vinicius,6,3,11,2020
daniele,8,11,3,2016
joseph,3,3,12,2020
cleiton,5,3,10,2018
cleiton,8,17,7,2020
daniele,7,14,9,2020
rafael,1,28,10,2020
giuliano,8,28,4,2016
rafael,6,1,1,2018
cleiton,7,1,6,2020
joseph,3,18,12,2018
vinicius,5,17,3,2020
mayk,3,18,11,2017
danilo,6,21,6,2019
danilo,1,24,11,2020
rafael,4,8,8,2019
daniele,7,13,8,2019
jakeliny,1,12,12,2017
diego,7,27,6,2018
rafael,3,28,8,2016
jakeliny,5,3,12,2016
jakeliny,8,7,1,2017
giuliano,2,12,10,2019
vinicius,3,4,2,2017
giuliano,1,3,4,2019
danilo,4,23,11,2020
mayk,2,9,10,2020
giuliano,2,24,12,2017
giuliano,7,13,7,2018
rafael,6,20,3,2018
giuliano,6,10,4,2016
mayk,8,19,1,2017
mayk,5,12,12,2018
vinicius,1,11,6,2016
giuliano,4,28,10,2017
danilo,2,19,1,2019
giuliano,7,6,5,2019
jakeliny,8,28,5,2017
rafael,2,7,3,2020
rafael,2,22,3,2018
rafael,6,5,1,2019
giuliano,6,22,6,2016
jakeliny,6,19,12,2016
diego,3,19,10,2019
cleiton,5,29,2,2017
joseph,4,13,7,2016
jakeliny,6,22,11,2019
giuliano,2,4,1,2017
joseph,2,20,9,2019
diego,5,15,2,2019
jakeliny,7,16,7,2018
jakeliny,6,28,10,2017
joseph,1,26,3,2020
rafael,3,14,9,2020
mayk,3,25,8,2020
joseph,3,17,10,2017
danilo,5,4,1,2020
cleiton,3,10,7,2018
cleiton,1,27,7,2020
mayk,1,26,6,2020
mayk,1,11,5,2017
rafael,8,30,3,2020
daniele,5,24,1,2018
daniele,8,13,8,2017
jakeliny,1,11,2,2019
diego,6,30,2,2019
giuliano,7,30,12,2020
mayk,3,28,3,2020
joseph,2,16,6,2017
vinicius,7,5,10,2016
diego,2,10,10,2017
vinicius,3,6,12,2020
cleiton,1,11,3,2019
vinicius,8,1,8,2017
jakeliny,6,3,3,2018
joseph,5,11,10,2019
vinicius,8,5,5,2017
rafael,2,25,12,2020
vinicius,3,15,5,2016
danilo,2,5,2,2020
mayk,6,7,8,2020
danilo,3,13,11,2016
rafael,2,25,6,2019
cleiton,5,6,1,2020
danilo,7,3,2,2020
jakeliny,7,3,7,2016
giuliano,5,17,7,2016
diego,4,25,4,2018
joseph,8,4,6,2018
vinicius,8,15,5,2017
vinicius,4,12,10,2016
diego,7,2,1,2017
joseph,4,20,9,2019
jakeliny,3,2,12,2016
danilo,8,4,3,2019
joseph,7,18,2,2020
giuliano,6,6,1,2016
diego,2,27,7,2017
vinicius,5,10,4,2017
daniele,3,8,6,2019
joseph,6,21,10,2020
danilo,4,19,3,2018
giuliano,7,20,2,2017
rafael,1,18,6,2017
joseph,8,28,5,2017
diego,2,26,3,2018
joseph,2,8,1,2020
daniele,5,28,4,2017
joseph,7,28,10,2019
daniele,8,27,1,2017
giuliano,4,23,7,2016
cleiton,7,3,11,2018
vinicius,4,13,6,2017
diego,8,2,4,2020
joseph,7,30,1,2017
giuliano,3,15,10,2020
vinicius,3,10,9,2020
joseph,4,12,4,2020
rafael,3,3,1,2019
rafael,5,15,9,2019
giuliano,2,9,5,2020
giuliano,2,22,3,2019
vinicius,3,14,11,2016
cleiton,4,18,8,2019
danilo,6,24,9,2019
cleiton,6,29,9,2020
diego,7,9,6,2018
jakeliny,6,20,2,2016
giuliano,2,10,12,2019
cleiton,6,25,1,2016
daniele,4,28,5,2020
giuliano,3,13,3,2018
vinicius,4,1,11,2017
danilo,6,23,8,2020
rafael,7,26,7,2020
rafael,2,29,6,2020
jakeliny,3,3,4,2018
daniele,1,11,7,2016
giuliano,8,21,11,2020
daniele,5,19,7,2017
diego,6,10,10,2020
joseph,4,6,6,2018
joseph,3,10,9,2020
danilo,1,6,4,2017
danilo,6,28,3,2017
vinicius,5,4,11,2018
joseph,4,1,11,2020
daniele,5,10,11,2017
mayk,3,27,7,2016
cleiton,6,30,8,2017
daniele,6,30,4,2017
danilo,6,15,5,2018
rafael,5,22,2,2019
daniele,1,22,11,2019
giuliano,7,18,6,2020
rafael,5,19,5,2019
joseph,2,1,9,2018
rafael,7,7,5,2018
cleiton,6,10,6,2020
danilo,7,14,10,2017
diego,5,30,12,2020
vinicius,6,14,7,2018
jakeliny,6,30,2,2018
mayk,4,14,7,2020
cleiton,2,12,3,2018
danilo,7,2,9,2016
danilo,5,26,3,2016
daniele,4,1,7,2016
giuliano,2,16,11,2016
daniele,6,5,4,2020
jakeliny,7,5,12,2016
diego,8,12,11,2019
giuliano,3,8,5,2018
joseph,6,1,5,2017
giuliano,3,19,8,2017
danilo,4,25,10,2018
diego,5,30,11,2020
rafael,2,6,7,2017
daniele,4,18,6,2019
rafael,5,25,2,2020
danilo,4,5,6,2016
danilo,6,3,8,2017
giuliano,6,20,5,2020
vinicius,8,7,9,2020
cleiton,2,26,11,2018
cleiton,8,24,12,2020
cleiton,1,30,8,2019
jakeliny,2,9,5,2019
jakeliny,3,30,5,2019
jakeliny,3,22,4,2016
daniele,3,25,2,2019
vinicius,3,27,10,2016
diego,4,24,12,2020
jakeliny,4,24,5,2017
jakeliny,7,27,3,2018
giuliano,4,23,4,2016
vinicius,4,21,11,2016
mayk,6,12,7,2016
cleiton,2,21,7,2019
diego,2,21,12,2017
giuliano,3,30,5,2017
giuliano,5,12,4,2016
danilo,8,11,4,2016
cleiton,3,28,1,2020
rafael,4,8,10,2020
daniele,1,30,7,2020
danilo,3,4,3,2019
cleiton,4,17,4,2020
vinicius,3,30,7,2019
cleiton,7,23,9,2018
joseph,4,15,1,2020
daniele,5,1,2,2019
joseph,7,16,5,2020
giuliano,5,15,8,2017
giuliano,6,6,8,2018
rafael,6,9,4,2016
joseph,5,19,8,2017
daniele,4,3,6,2019
giuliano,8,12,11,2017
cleiton,2,14,2,2017
danilo,2,29,10,2020
jakeliny,6,18,12,2018
joseph,5,26,10,2017
cleiton,3,16,11,2018
mayk,3,5,1,2019
giuliano,1,18,7,2017
jakeliny,4,17,12,2018
diego,2,23,8,2020
vinicius,7,8,4,2017
cleiton,8,12,2,2018
giuliano,1,11,8,2018
rafael,2,20,7,2016
vinicius,1,18,2,2019
joseph,3,27,9,2017
joseph,7,19,6,2020
rafael,7,12,7,2017
daniele,8,15,4,2016
jakeliny,5,27,3,2018
jakeliny,1,11,1,2018
danilo,5,7,6,2019
mayk,8,17,1,2018
vinicius,3,21,1,2018
rafael,5,7,8,2019
danilo,3,27,9,2017
mayk,1,21,10,2016
mayk,2,16,9,2019
joseph,4,12,7,2019
diego,3,20,5,2017
giuliano,2,25,5,2016
joseph,3,28,6,2016
vinicius,1,23,6,2019
diego,5,3,12,2017
diego,6,20,11,2020
danilo,6,30,2,2018
rafael,6,29,11,2020
daniele,6,10,3,2016
rafael,2,18,12,2019
joseph,7,11,10,2016
danilo,8,3,2,2017
joseph,2,25,8,2017
cleiton,1,26,7,2020
mayk,7,26,1,2016
mayk,5,15,10,2016
jakeliny,5,22,1,2016
cleiton,8,16,4,2018
diego,5,30,8,2017
mayk,3,27,7,2020
daniele,6,27,1,2020
giuliano,2,21,6,2019
diego,4,24,4,2018
daniele,4,7,1,2017
vinicius,4,12,5,2018
danilo,4,6,1,2019
diego,3,10,7,2016
cleiton,6,8,6,2017
cleiton,2,3,11,2017
danilo,2,25,5,2019
diego,7,2,8,2016
cleiton,1,22,3,2018
danilo,7,9,8,2018
mayk,2,6,10,2017
giuliano,2,11,11,2019
cleiton,3,7,10,2016
joseph,7,7,2,2019
rafael,1,13,6,2017
jakeliny,3,27,4,2018
mayk,6,11,1,2018
jakeliny,1,15,7,2020
daniele,1,13,6,2018
diego,6,29,5,2016
vinicius,4,10,2,2020
daniele,3,22,3,2019
jakeliny,5,28,5,2016
diego,1,15,6,2018
giuliano,3,22,4,2018
rafael,8,27,11,2020
danilo,5,10,9,2019
cleiton,1,12,5,2017
cleiton,4,8,8,2020
mayk,1,27,2,2020
cleiton,6,6,4,2020
jakeliny,6,6,12,2018
jakeliny,3,19,6,2017
rafael,1,28,11,2017
danilo,5,25,5,2017
daniele,8,30,5,2018
giuliano,8,9,6,2018
mayk,4,27,8,2018
cleiton,4,27,1,2020
rafael,2,26,6,2020
rafael,5,30,8,2018
jakeliny,8,30,10,2017
cleiton,7,15,7,2016
rafael,6,21,6,2017
danilo,4,19,10,2016
mayk,4,22,10,2017
jakeliny,4,2,12,2016
danilo,5,2,4,2020
rafael,1,7,2,2016
cleiton,7,6,7,2020
mayk,1,9,11,2020
daniele,4,14,7,2020
diego,2,8,2,2019
joseph,1,21,7,2018
rafael,1,22,1,2020
rafael,1,11,7,2018
daniele,6,9,5,2020
danilo,4,20,2,2020
giuliano,2,29,7,2016
danilo,5,2,8,2017
giuliano,7,21,6,2017
rafael,7,18,3,2016
diego,4,24,7,2020
daniele,4,9,12,2020
daniele,8,20,1,2017
diego,4,20,6,2020
cleiton,8,17,12,2017
rafael,5,12,6,2016
daniele,2,19,8,2017
danilo,4,8,8,2017
diego,7,24,10,2019
rafael,7,19,1,2018
daniele,1,14,5,2016
vinicius,4,7,1,2017
jakeliny,3,11,7,2019
rafael,2,8,1,2019
giuliano,7,10,9,2017
jakeliny,6,18,9,2020
mayk,2,30,9,2018
jakeliny,4,20,7,2018
giuliano,4,8,9,2016
joseph,4,21,6,2018
rafael,2,8,6,2020
danilo,1,7,3,2019
diego,5,1,6,2018
danilo,3,23,6,2018
diego,3,15,7,2019
danilo,1,20,8,2019
joseph,6,10,5,2020
danilo,2,16,3,2018
cleiton,8,10,12,2018
mayk,3,2,5,2017
vinicius,1,9,7,2017
joseph,6,26,5,2017
cleiton,1,2,11,2018
giuliano,6,7,4,2017
joseph,4,24,6,2018
mayk,4,12,12,2017
mayk,6,9,7,2016
rafael,6,25,10,2016
vinicius,5,2,12,2020
rafael,1,3,5,2016
rafael,4,27,11,2016
daniele,3,22,8,2017
jakeliny,1,29,3,2017
danilo,2,13,11,2019
danilo,6,3,8,2016
danilo,1,29,5,2017
diego,7,24,6,2018
mayk,7,9,9,2019
cleiton,6,10,5,2018
cleiton,8,25,1,2017
giuliano,8,2,3,2018
danilo,4,9,9,2019
diego,3,25,7,2016
diego,1,17,10,2016
mayk,8,30,9,2020
daniele,8,22,12,2018
vinicius,5,1,2,2020
vinicius,6,8,9,2018
danilo,5,28,10,2020
diego,4,24,7,2016
cleiton,8,7,5,2018
cleiton,7,24,10,2020
giuliano,2,8,1,2020
danilo,1,21,11,2020
vinicius,2,12,10,2020
danilo,8,4,3,2018
diego,2,16,12,2016
jakeliny,8,25,8,2016
daniele,1,24,1,2020
mayk,1,23,8,2020
giuliano,8,1,5,2016
danilo,5,1,2,2017
vinicius,2,4,11,2018
rafael,2,21,7,2016
diego,7,10,12,2016
vinicius,6,22,8,2019
daniele,1,26,6,2020
joseph,1,30,1,2017
vinicius,6,1,2,2016
cleiton,4,15,10,2019
giuliano,5,28,10,2016
danilo,1,17,10,2018
jakeliny,4,16,5,2019
joseph,2,17,1,2018
diego,7,13,3,2016
vinicius,4,29,8,2017
joseph,2,27,6,2017
mayk,5,17,10,2018
vinicius,7,28,2,2017
giuliano,1,18,12,2017
joseph,8,14,1,2016
daniele,5,18,4,2018
joseph,2,12,5,2018
jakeliny,5,21,6,2018
jakeliny,2,18,4,2017
cleiton,4,20,5,2016
mayk,6,18,1,2020
joseph,1,6,10,2019
jakeliny,8,28,8,2016
giuliano,2,16,2,2019
vinicius,8,2,1,2018
diego,1,13,11,2018
rafael,6,18,6,2018
mayk,8,10,11,2020
danilo,7,11,3,2016
joseph,7,17,5,2019
diego,3,2,4,2019
mayk,1,8,12,2019
vinicius,3,5,2,2019
diego,8,14,2,2018
rafael,2,4,11,2018
cleiton,8,30,6,2018
joseph,4,4,4,2018
danilo,5,12,7,2018
cleiton,2,15,8,2017
mayk,6,18,11,2017
cleiton,8,22,6,2018
mayk,5,13,6,2018
mayk,7,21,2,2016
rafael,2,11,9,2019
giuliano,4,13,9,2019
joseph,3,9,5,2016
rafael,3,27,5,2020
rafael,1,18,8,2017
diego,8,23,3,2016
rafael,6,24,10,2020
danilo,7,15,5,2017
daniele,7,28,12,2020
mayk,8,22,12,2018
danilo,6,9,4,2016
mayk,2,9,7,2018
danilo,2,4,1,2019
giuliano,1,15,11,2017
vinicius,5,30,8,2018
mayk,6,15,8,2018
cleiton,3,14,11,2016
jakeliny,8,30,9,2018
joseph,2,6,6,2018
rafael,4,8,6,2017
rafael,7,9,3,2020
vinicius,1,21,8,2020
daniele,2,24,11,2019
vinicius,8,3,7,2017
joseph,4,20,3,2016
jakeliny,7,25,10,2016
vinicius,2,18,9,2017
giuliano,4,2,12,2016
giuliano,4,22,4,2018
jakeliny,4,27,11,2020
danilo,4,23,10,2017
rafael,4,2,4,2018
cleiton,8,30,5,2016
diego,6,27,11,2018
mayk,2,26,5,2017
mayk,6,13,1,2018
joseph,4,30,5,2017
jakeliny,5,29,11,2017
vinicius,5,30,3,2017
danilo,4,24,6,2017
mayk,4,15,10,2016
danilo,1,28,9,2017
joseph,7,3,7,2020
mayk,5,20,5,2017
joseph,3,14,12,2020
rafael,5,25,8,2018
rafael,8,9,6,2017
cleiton,5,19,2,2020
joseph,6,23,11,2019
vinicius,5,23,4,2016
jakeliny,2,12,6,2020
cleiton,6,27,2,2019
daniele,5,7,9,2017
jakeliny,4,9,4,2016
vinicius,3,29,9,2018
jakeliny,5,30,5,2016
danilo,3,18,6,2017
rafael,6,15,8,2020
diego,1,22,9,2016
giuliano,3,25,9,2017
mayk,8,16,9,2017
daniele,7,11,8,2018
mayk,8,25,7,2019
mayk,3,22,12,2018
diego,8,17,1,2017
giuliano,2,15,5,2020
giuliano,3,5,8,2016
rafael,8,8,8,2019
daniele,8,4,9,2018
daniele,7,3,2,2016
rafael,8,13,5,2019
danilo,6,22,12,2019
diego,3,24,8,2018
danilo,4,22,3,2016
giuliano,8,20,5,2019
giuliano,1,6,6,2018
vinicius,3,6,12,2016
rafael,1,18,11,2017
danilo,7,7,4,2020
mayk,4,14,7,2018
diego,7,16,6,2016
vinicius,6,11,12,2018
